House_Area,Bedrooms,Bathrooms,House_Age,House_Price,Price_Category
464.5,8,5,5,1737674000,1
264.0,7,5,10,1051230000,0
318.9,7,4,21,1272667000,1
391.8,8,5,11,1527817000,1
120.4,2,2,16,477672000,0
271.2,7,5,13,1073037000,0
223.4,5,4,24,876394000,0
107.3,3,2,18,416004000,0
209.1,5,3,18,851375000,0
71.4,1,1,23,222881000,0
51.9,1,1,10,290921000,0
102.2,1,1,12,312639000,0
483.0,8,5,14,1780307000,1
292.8,7,4,11,1249434000,1
484.3,8,5,19,1791179000,1
238.9,6,3,25,874310000,0
183.4,4,2,25,707738000,0
272.8,6,3,30,1010567000,0
242.2,5,3,17,904426000,0
88.6,1,1,27,265206000,0
334.8,8,4,11,1450937000,1
139.4,4,4,38,563760000,0
325.0,7,5,30,1174349000,1
339.1,8,5,15,1421337000,1
109.9,2,1,25,432178000,0
68.2,2,2,33,242749000,0
399.2,8,6,13,1530450000,1
251.5,7,4,13,1068106000,0
66.8,1,1,29,229649000,0
497.6,8,5,11,1782651000,1
66.6,2,1,24,348546000,0
359.7,8,6,9,1434510000,1
492.5,8,6,1,1962301000,1
150.0,3,3,22,658530000,0
105.4,3,1,28,357235000,0
95.8,3,2,21,454054000,0
179.5,3,2,30,628085000,0
86.5,3,2,18,299798000,0
358.4,8,4,7,1390773000,1
68.7,2,1,23,294734000,0
274.3,6,4,17,1063937000,0
498.5,8,5,16,1848383000,1
414.4,8,5,8,1660540000,1
323.0,7,5,25,1269392000,1
180.9,3,2,34,615932000,0
327.0,8,5,15,1346991000,1
282.4,5,4,26,1083575000,0
236.0,6,4,11,860728000,0
100.1,2,1,30,382596000,0
447.8,8,6,20,1731592000,1
246.9,5,3,24,943985000,0
129.5,3,2,21,555527000,0
209.2,6,5,1,900182000,0
230.5,3,2,14,867742000,0
420.7,8,4,9,1534727000,1
377.5,8,5,7,1511319000,1
393.9,8,6,15,1639368000,1
45.1,1,1,21,142551000,0
231.4,6,4,13,921289000,0
261.4,5,4,10,1007529000,0
48.8,1,1,19,209010000,0
159.5,4,3,28,589563000,0
389.7,8,5,9,1546996000,1
103.1,2,1,18,435028000,0
286.2,7,5,14,1192886000,1
139.0,2,2,23,444221000,0
45.6,2,1,27,239703000,0
151.0,4,3,1,706382000,0
488.9,8,5,18,1864837000,1
408.7,8,5,23,1577618000,1
481.4,8,5,4,1841389000,1
264.4,6,3,11,1089538000,1
90.5,1,1,19,423158000,0
292.1,7,5,11,1150833000,1
249.0,7,4,19,1066316000,0
428.4,8,5,1,1664000000,1
85.1,2,1,15,339485000,0
264.6,6,4,28,962576000,0
109.0,2,1,15,408984000,0
189.4,4,2,28,666203000,0
379.2,8,5,17,1457567000,1
259.0,7,5,5,1050382000,0
212.9,5,3,23,816079000,0
221.5,4,2,18,815525000,0
251.3,5,4,15,1001514000,0
401.1,8,5,15,1479856000,1
450.4,8,5,15,1645232000,1
479.5,8,5,16,1817686000,1
402.0,8,5,22,1505515000,1
185.1,4,3,23,777674000,0
356.5,7,5,5,1421937000,1
241.3,6,3,15,988464000,0
157.1,4,2,40,647201000,0
426.8,8,5,18,1614823000,1
57.7,2,1,40,181788000,0
454.8,8,6,22,1771587000,1
252.3,7,4,19,1051288000,0
333.1,6,4,18,1262490000,1
343.3,7,4,15,1390176000,1
451.8,8,5,1,1733209000,1
332.9,8,5,16,1333755000,1
322.4,8,6,24,1305635000,1
70.7,2,1,19,249183000,0
278.5,6,4,20,1095691000,1
109.1,2,1,28,458974000,0
379.2,8,5,8,1516464000,1
275.6,5,3,14,1056318000,0
352.9,8,6,8,1427000000,1
59.2,1,1,18,253329000,0
79.0,3,1,14,379539000,0
369.5,8,4,8,1470816000,1
73.2,2,1,33,256306000,0
72.8,1,1,17,298575000,0
45.6,1,1,25,202517000,0
480.0,8,5,8,1773676000,1
379.3,8,6,22,1498330000,1
202.5,4,2,28,655741000,0
176.4,4,3,26,717194000,0
200.9,5,2,21,809595000,0
396.3,7,4,12,1536800000,1
344.2,8,4,7,1346663000,1
125.2,2,1,35,447547000,0
120.1,2,1,16,519398000,0
85.3,1,1,27,367580000,0
343.7,6,4,23,1293527000,1
391.6,8,5,10,1538389000,1
161.9,3,2,28,655071000,0
49.6,2,1,29,136184000,0
77.8,1,1,35,249422000,0
485.2,8,5,8,1895741000,1
175.9,4,2,11,745764000,0
393.8,8,6,10,1577777000,1
327.3,7,4,17,1204598000,1
215.7,4,2,19,810994000,0
134.6,4,2,18,529174000,0
95.8,3,2,9,446457000,0
322.9,6,4,19,1199859000,1
396.3,8,6,27,1489002000,1
336.2,7,6,19,1247921000,1
283.9,6,3,21,1140461000,1
59.3,2,2,27,242770000,0
485.5,8,5,14,1831672000,1
407.4,8,5,20,1562579000,1
174.7,5,3,23,666005000,0
490.8,8,5,9,1794902000,1
316.9,8,6,10,1269841000,1
307.9,8,6,14,1245737000,1
384.1,8,5,16,1512617000,1
413.4,8,6,11,1586073000,1
342.0,8,4,17,1415992000,1
98.9,3,1,25,433702000,0
195.6,4,2,25,773296000,0
466.9,8,5,21,1745695000,1
143.3,3,2,21,627703000,0
211.2,5,3,10,847030000,0
238.8,5,3,16,931753000,0
242.1,7,4,18,1005369000,0
322.0,6,4,3,1296982000,1
473.8,8,5,21,1801821000,1
150.7,4,3,22,599859000,0
95.9,4,2,25,393895000,0
130.8,3,2,31,528356000,0
448.0,8,5,8,1748786000,1
337.1,8,5,19,1322019000,1
171.5,4,3,19,622377000,0
415.3,8,5,12,1594631000,1
436.2,8,5,7,1708899000,1
429.4,8,5,24,1706324000,1
462.7,8,4,9,1685732000,1
156.0,4,3,25,613004000,0
387.3,8,5,1,1518837000,1
251.8,7,5,26,1095771000,1
427.3,8,5,20,1624788000,1
375.1,8,5,15,1428490000,1
397.2,8,5,12,1571181000,1
341.8,7,5,18,1320551000,1
121.6,2,1,38,361023000,0
290.7,6,4,4,1123065000,1
492.9,8,5,16,1922312000,1
471.2,8,4,5,1792129000,1
59.9,1,1,23,235529000,0
115.8,2,1,20,422315000,0
100.6,2,1,19,400067000,0
374.0,8,5,14,1480411000,1
416.2,8,6,5,1655988000,1
138.2,3,2,28,534408000,0
272.7,5,3,5,1102736000,1
426.7,8,6,17,1653480000,1
377.1,8,6,12,1459713000,1
289.4,7,5,9,1161521000,1
311.6,7,4,18,1131064000,1
273.8,7,4,6,1214367000,1
176.9,4,2,20,725904000,0
299.9,8,5,6,1209327000,1
356.9,8,5,18,1392397000,1
441.7,8,5,6,1671781000,1
332.7,8,6,12,1431055000,1
390.1,8,5,16,1451426000,1
113.6,3,2,16,479671000,0
252.3,5,4,17,991476000,0
44.3,1,1,13,237968000,0
153.5,4,3,25,619520000,0
374.2,8,5,27,1363321000,1
496.2,8,5,30,1815540000,1
85.6,2,1,23,287173000,0
224.7,6,4,24,915621000,0
408.0,8,6,1,1689138000,1
133.9,2,1,32,389206000,0
295.3,6,3,22,1083950000,0
377.2,8,6,11,1481169000,1
323.4,7,5,24,1250707000,1
126.5,3,1,20,519106000,0
203.5,4,2,16,772391000,0
400.5,8,5,17,1565311000,1
294.9,6,5,9,1160520000,1
42.4,1,1,31,169027000,0
390.1,7,5,6,1552321000,1
56.2,3,3,16,279887000,0
383.0,8,5,8,1543761000,1
133.1,3,2,27,517277000,0
480.7,8,5,7,1870286000,1
209.3,4,2,10,801696000,0
190.4,5,3,15,797436000,0
108.5,4,3,22,484373000,0
180.6,4,3,12,732590000,0
443.3,8,5,4,1721212000,1
498.3,8,4,26,1843716000,1
209.4,4,3,13,770850000,0
246.4,5,3,16,1021994000,0
372.2,8,5,12,1382355000,1
447.7,8,5,9,1682823000,1
312.8,7,5,20,1237718000,1
220.1,5,4,25,895876000,0
229.8,5,3,16,975288000,0
360.0,8,5,6,1355377000,1
41.5,1,1,33,128954000,0
325.0,7,4,15,1173292000,1
203.5,4,3,31,773623000,0
405.3,8,5,1,1606186000,1
82.8,1,1,24,373546000,0
310.6,8,5,30,1238349000,1
261.2,7,5,15,1133821000,1
335.5,7,6,14,1374873000,1
69.8,1,1,25,238774000,0
306.8,7,5,12,1175357000,1
298.3,7,5,14,1219935000,1
297.9,6,3,14,1077135000,0
317.6,7,5,12,1331604000,1
351.2,8,5,24,1367547000,1
410.3,8,5,17,1631743000,1
164.1,3,2,22,602510000,0
419.5,8,5,19,1615498000,1
269.2,6,4,15,1081861000,0
75.4,2,2,17,330253000,0
66.9,2,1,19,259610000,0
193.7,4,4,19,804501000,0
401.1,8,5,6,1528843000,1
365.5,8,5,11,1392175000,1
402.8,8,5,10,1623887000,1
277.9,6,4,32,1099003000,1
242.5,5,2,1,955965000,0
107.8,2,2,21,502891000,0
191.0,5,4,32,758151000,0
239.6,5,4,19,1011242000,0
80.8,2,1,28,313461000,0
141.5,3,1,22,483686000,0
315.2,7,4,11,1328802000,1
378.4,7,5,1,1534462000,1
499.2,8,5,12,1866994000,1
469.2,8,4,6,1799163000,1
335.6,8,5,10,1334753000,1
233.8,5,3,15,956472000,0
332.6,8,5,28,1199721000,1
401.4,8,6,30,1499589000,1
94.4,3,2,24,441147000,0
228.6,4,3,15,873286000,0
426.3,8,6,5,1684499000,1
216.6,5,2,22,767515000,0
303.1,6,4,29,1236074000,1
310.4,7,5,14,1299854000,1
124.9,4,2,5,541649000,0
206.6,3,1,24,715909000,0
193.9,5,3,26,815812000,0
52.1,1,1,12,316931000,0
51.1,1,1,25,241439000,0
422.6,8,5,16,1717051000,1
165.6,3,2,20,591414000,0
278.3,5,3,12,1030688000,0
177.4,4,3,27,643178000,0
472.7,8,5,9,1813519000,1
159.3,2,1,10,600662000,0
237.6,5,3,4,946482000,0
441.5,8,6,21,1728217000,1
427.3,8,5,17,1687815000,1
125.6,3,3,22,454265000,0
409.2,8,5,10,1561576000,1
250.8,7,4,14,1070466000,0
262.2,7,6,10,1100992000,1
101.4,3,1,19,371561000,0
77.1,1,1,8,361554000,0
374.9,8,5,9,1422652000,1
268.4,6,4,15,1056309000,0
241.0,6,5,22,1004989000,0
375.6,8,6,14,1469098000,1
392.1,8,6,19,1572962000,1
113.1,2,1,31,377321000,0
320.7,8,5,23,1342628000,1
102.3,2,1,25,374701000,0
385.6,8,6,14,1557127000,1
342.2,8,5,8,1411611000,1
480.0,8,5,16,1774761000,1
71.7,2,2,35,192033000,0
66.2,1,1,26,261074000,0
169.8,3,2,34,621613000,0
